# control input, output
-6.234795452786853209e-01,-6.643098039020886580e-02
-6.156301052500863236e-01,-6.663382209927724842e-02
-6.077191027239857712e-01,-6.686559343096933061e-02
-5.997473287940437991e-01,-6.712537909080508458e-02
-5.917155806310093746e-01,-6.741224407853792233e-02
-5.836246614030072832e-01,-6.772523424461703023e-02
-5.754753801952171566e-01,-6.806337685655389214e-02
-5.672685519289686340e-01,-6.842568117489680746e-02
-5.590049972802487721e-01,-6.881113903851263092e-02
-5.506855425976375784e-01,-6.921872545887028383e-02
-5.423110198196697818e-01,-6.964739922301634023e-02
-5.338822663916442668e-01,-7.009610350492857800e-02
-5.254001251818792850e-01,-7.056376648492937442e-02
-5.168654443974287638e-01,-7.104930197683687054e-02
-5.082790774992583804e-01,-7.155161006252817868e-02
-4.996418831169024410e-01,-7.206957773358511898e-02
-4.909547249626009524e-01,-7.260207953968966788e-02
-4.822184717449315428e-01,-7.314797824343299837e-02
-4.734339970819350651e-01,-7.370612548119900853e-02
-4.646021794137573657e-01,-7.427536242978002856e-02
-4.557239019148047188e-01,-7.485452047838006551e-02
-4.468000524054300260e-01,-7.544242190565798867e-02
-4.378315232631468934e-01,-7.603788056146092156e-02
-4.288192113333958999e-01,-7.663970255289576095e-02
-4.197640178398588939e-01,-7.724668693438474509e-02
-4.106668482943408582e-01,-7.785762640134913370e-02
-4.015286124062146245e-01,-7.847130798716335509e-02
-3.923502239914538614e-01,-7.908651376302051894e-02
-3.831326008812513395e-01,-7.970202154034887465e-02
-3.738766648302360163e-01,-8.031660557541753231e-02
-3.645833414243013215e-01,-8.092903727576906958e-02
-3.552535599880426442e-01,-8.153808590811557899e-02
-3.458882534918288343e-01,-8.214251930733428020e-02
-3.364883584585042220e-01,-8.274110458619851616e-02
-3.270548148697406399e-01,-8.333260884547939729e-02
-3.175885660720348391e-01,-8.391579988405374613e-02
-3.080905586823781128e-01,-8.448944690865375917e-02
-2.985617424935935738e-01,-8.505232124289434370e-02
-2.890030703793611266e-01,-8.560319703521460100e-02
-2.794154981989258602e-01,-8.614085196537045463e-02
-2.697999847015161712e-01,-8.666406794911647726e-02
-2.601574914304680686e-01,-8.717163184071596849e-02
-2.504889826270749187e-01,-8.766233613291944671e-02
-2.407954251341591911e-01,-8.813497965405341084e-02
-2.310777882993922394e-01,-8.858836826186249069e-02
-2.213370438783586747e-01,-8.902131553375014494e-02
-2.115741659373850392e-01,-8.943264345306492502e-02
-2.017901307561288937e-01,-8.982118309108134968e-02
-1.919859167299550196e-01,-9.018577528432696055e-02
-1.821625042720950161e-01,-9.052527130690940504e-02
-1.723208757156102500e-01,-9.083853353750009907e-02
-1.624620152151541874e-01,-9.112443612063395038e-02
-1.525869086485611426e-01,-9.138186562198748197e-02
-1.426965435182577235e-01,-9.160972167730085935e-02
-1.327919088525167379e-01,-9.180691763461278077e-02
-1.228739951065500463e-01,-9.197238118948057595e-02
-1.129437940634673704e-01,-9.210505501286143926e-02
-1.030022987350978497e-01,-9.220389737133484476e-02
-9.305050326268890504e-02,-9.226788273934968809e-02
-8.308940281749639667e-02,-9.229600240318436288e-02
-7.311999350126308084e-02,-9.228726505631179577e-02
-6.314327224661277216e-02,-9.224069738586625211e-02
-5.316023671735612549e-02,-9.215534464991312347e-02
-4.317188520872868029e-02,-9.203027124522768221e-02
-3.317921654755681682e-02,-9.186456126529370103e-02
-2.318322999237944909e-02,-9.165731904823791465e-02
-1.318492513352125146e-02,-9.140766971442129685e-02
-3.185301793137990372e-03,-9.111475969341360781e-02
6.814640074770175575e-03,-9.077775724008306513e-02
1.681390048434971279e-02,-9.039585293953845968e-02
2.681147951789323788e-02,-8.996826020066688023e-02
3.680637742582691663e-02,-8.949421573801596974e-02
4.679759472668988673e-02,-8.897298004177559005e-02
5.678413230707805154e-02,-8.840383783561986397e-02
6.676499152155634942e-02,-8.778609852217673926e-02
7.673917429251891908e-02,-8.711909661589853360e-02
8.670568321000132750e-02,-8.640219216311335881e-02
9.666352163141724019e-02,-8.563477114904377574e-02
1.066116937812235516e-01,-8.481624589158570648e-02
1.165492048504936373e-01,-8.394605542164743084e-02
1.264750610964026911e-01,-8.302366584985518272e-02
1.363882699415976396e-01,-8.204857071943884306e-02
1.462878400734549389e-01,-8.102029134511835873e-02
1.561727815432119026e-01,-7.993837713781831722e-02
1.660421058649572124e-01,-7.880240591504567016e-02
1.758948261144840097e-01,-7.761198419677256544e-02
1.857299570279778711e-01,-7.636674748667371393e-02
1.955465151005442437e-01,-7.506636053857512758e-02
2.053435186845546101e-01,-7.371051760797850405e-02
2.151199880878155168e-01,-7.229894268853313821e-02
2.248749456715337103e-01,-7.083138973333476252e-02
2.346074159480807941e-01,-6.930764286093854532e-02
2.443164256785377297e-01,-6.772751654598090088e-02
2.540010039700231204e-01,-6.609085579431293878e-02
2.636601823727783844e-01,-6.439753630255579120e-02
2.732929949770132594e-01,-6.264746460199624445e-02
2.828984785094929566e-01,-6.084057818674870610e-02
2.924756724298697153e-01,-5.897684562611771319e-02
3.020236190267323595e-01,-5.705626666110302780e-02
3.115413635133786885e-01,-5.507887228499731141e-02
3.210279541232897715e-01,-5.304472480803448103e-02
3.304824422053109223e-01,-5.095391790605477422e-02
3.399038823185127067e-01,-4.880657665316070343e-02
3.492913323267357040e-01,-4.660285753834596256e-02
3.586438534928003685e-01,-4.434294846608760610e-02
3.679605105723846581e-01,-4.202706874089966183e-02
3.772403719075443917e-01,-3.965546903585458194e-02
3.864825095198793359e-01,-3.722843134508686119e-02
3.956859992033308071e-01,-3.474626892030122788e-02
4.048499206165983022e-01,-3.220932619131584851e-02
4.139733573751779860e-01,-2.961797867067896689e-02
4.230553971429968363e-01,-2.697263284240540571e-02
4.320951317236471634e-01,-2.427372603488726216e-02
4.410916571512023543e-01,-2.152172627804113322e-02
4.500440737806176150e-01,-1.871713214476204354e-02
4.589514863776902875e-01,-1.586047257676208994e-02
4.678130042085842932e-01,-1.295230669487969569e-02
4.766277411288994958e-01,-9.993223593953033321e-03
4.853948156722902585e-01,-6.983842122358998455e-03
4.941133511386081589e-01,-3.924810646326691750e-03
5.027824756815727492e-01,-8.168067991420088596e-04
5.114013223959523735e-01,2.339462784632513094e-03
5.199690294042587091e-01,5.543262749790989034e-03
5.284847399429307702e-01,8.793829315831586113e-03
5.369476024480117626e-01,1.209037058687167238e-02
5.453567706403019688e-01,1.543206687597709591e-02
5.537114036099907155e-01,1.881807104374477735e-02
5.620106659007430006e-01,2.224750885097073402e-02
5.702537275932466621e-01,2.571947932522859054e-02
5.784397643882001061e-01,2.923305514117677945e-02
5.865679576887463664e-01,3.278728301440572701e-02
5.946374946823286267e-01,3.638118410862967861e-02
6.026475684219723128e-01,4.001375445602108061e-02
6.105973779069790996e-01,4.368396539047900845e-02
6.184861281630239516e-01,4.739076399361666359e-02
6.263130303216558614e-01,5.113307355324664405e-02
6.340773016991814170e-01,5.490979403413648319e-02
6.417781658749337481e-01,5.871980256080097660e-02
6.494148527689111994e-01,6.256195391209165568e-02
6.569865987187890610e-01,6.643508102733813869e-02
6.644926465562820406e-01,7.033799552379021991e-02
6.719322456828621393e-01,7.426948822510405501e-02
6.793046521448148356e-01,7.822832970061031899e-02
6.866091287076384608e-01,8.221327081509680057e-02
6.938449449297636740e-01,8.622304328883297064e-02
7.010113772355986983e-01,9.025636026755862185e-02
7.081077089878837771e-01,9.431191690215411094e-02
7.151332305593578464e-01,9.838839093770478106e-02
7.220872394037184394e-01,1.024844433116676168e-01
7.289690401258764885e-01,1.065987187608435777e-01
7.357779445514935901e-01,1.107298464368548924e-01
7.425132717958018436e-01,1.148764405298223629e-01
7.491743483316893881e-01,1.190371008999335928e-01
7.557605080570543032e-01,1.232104137165893759e-01
7.622710923614112177e-01,1.273949521048117206e-01
7.687054501917558458e-01,1.315892767985932521e-01
7.750629381176670218e-01,1.357919368008647376e-01
7.813429203956500091e-01,1.400014700497538289e-01
7.875447690327109784e-01,1.442164040908053557e-01
7.936678638491531101e-01,1.484352567548305191e-01
7.997115925405982040e-01,1.526565368410495172e-01
8.056753507392132585e-01,1.568787448051898181e-01
8.115585420741487921e-01,1.611003734521994912e-01
8.173605782311729184e-01,1.653199086332334811e-01
8.230808790115055062e-01,1.695358299465677676e-01
8.287188723898353260e-01,1.737466114420952168e-01
8.342739945715234029e-01,1.779507223290550111e-01
8.397456900489799203e-01,1.821466276866457734e-01
8.451334116572173372e-01,1.863327891771715816e-01
8.504366206285643992e-01,1.905076657613684332e-01
8.556547866465439300e-01,1.946697144155582204e-01
8.607873878989016347e-01,1.988173908502759990e-01
8.658339111297899127e-01,2.029491502300159178e-01
8.707938516910911364e-01,2.070634478937408429e-01
8.756667135928826173e-01,2.111587400758000166e-01
8.804520095530343760e-01,2.152334846268993684e-01
8.851492610459382737e-01,2.192861417347690134e-01
8.897579983503596246e-01,2.233151746441726371e-01
8.942777605964088439e-01,2.273190503759040804e-01
8.987080958116269169e-01,2.312962404444167397e-01
9.030485609661847990e-01,2.352452215737325658e-01
9.072987220171839784e-01,2.391644764112780264e-01
9.114581539520613118e-01,2.430524942392957022e-01
9.155264408310895830e-01,2.469077716834814362e-01
9.195031758289706758e-01,2.507288134184985640e-01
9.233879612755189203e-01,2.545141328700220029e-01
9.271804086954269497e-01,2.582622529129676159e-01
9.308801388471136251e-01,2.619717065655627897e-01
9.344867817606460347e-01,2.656410376789184458e-01
9.379999767747388972e-01,2.692688016217626434e-01
9.414193725728182693e-01,2.728535659600006547e-01
9.447446272181541094e-01,2.763939111307670005e-01
9.479754081880524819e-01,2.798884311106398792e-01
9.511113924071089576e-01,2.833357340776893052e-01
9.541522662795147713e-01,2.867344430670351607e-01
9.570977257204172917e-01,2.900831966195935308e-01
9.599474761863261429e-01,2.933806494236937956e-01
9.627012327045700868e-01,2.966254729492521780e-01
9.653587199017917841e-01,2.998163560741917699e-01
9.679196720314865443e-01,3.029520057028022850e-01
9.703838330005749579e-01,3.060311473757372780e-01
9.727509563950137439e-01,3.090525258713510692e-01
9.750208055044362609e-01,3.120149057980814433e-01
9.771931533458230179e-01,3.149170721775889081e-01
9.792677826861999613e-01,3.177578310183682420e-01
9.812444860643620981e-01,3.205360098795526080e-01
9.831230658116187904e-01,3.232504584246352342e-01
9.849033340715608320e-01,3.259000489648394283e-01
9.865851128188458663e-01,3.284836769918722532e-01
9.881682338770003682e-01,3.310002616998027891e-01
9.896525389352379687e-01,3.334487464958113545e-01
9.910378795642897920e-01,3.358280994995617164e-01
9.923241172312474712e-01,3.381373140309539282e-01
9.935111233134158448e-01,3.403754090860214299e-01
9.945987791111761123e-01,3.425414298007414815e-01
9.955869758598547836e-01,3.446344479025351681e-01
9.964756147406006459e-01,3.466535621492377595e-01
9.972646068902658589e-01,3.485978987553283726e-01
9.979538734102931796e-01,3.504666118052123802e-01
9.985433453746049848e-01,3.522588836533578349e-01
9.990329638364959797e-01,3.539739253110935624e-01
9.994226798345279272e-01,3.556109768198823518e-01
9.997124543974259536e-01,3.571693076108904408e-01
9.999022585479752090e-01,3.586482168506810453e-01
9.999920733059187716e-01,3.600470337728661763e-01
9.999818896898555742e-01,3.613651179955585380e-01
9.998717087181390184e-01,3.626018598244724056e-01
9.996615414087741680e-01,3.637566805415285431e-01
9.993514087783169630e-01,3.648290326788272142e-01
9.989413418397720124e-01,3.658184002778586685e-01
9.984313815994914076e-01,3.667242991338295344e-01
9.978215790530743368e-01,3.675462770249894873e-01
9.971119951802670522e-01,3.682839139268512807e-01
9.963027009388656374e-01,3.689368222112040518e-01
9.953937772576199050e-01,3.695046468298270881e-01
9.943853150281404263e-01,3.699870654828197880e-01
9.932774150958098014e-01,3.703837887714703236e-01
9.920701882496979485e-01,3.706945603355936147e-01
9.907637552114835211e-01,3.709191569752766093e-01
9.893582466233817874e-01,3.710573887569770801e-01
9.878538030350800803e-01,3.711090991039293630e-01
9.862505748896837066e-01,3.710741648708185680e-01
9.845487225086710925e-01,3.709524964026923999e-01
9.827484160758618303e-01,3.707440375780879371e-01
9.808498356203995128e-01,3.704487658363576075e-01
9.788531709987473572e-01,3.700666921891875294e-01
9.767586218757036143e-01,3.695978612163084986e-01
9.745663977044349835e-01,3.690423510454076128e-01
9.722767177055320342e-01,3.684002733162570764e-01
9.698898108450862976e-01,3.676717731290833902e-01
9.674059158117949142e-01,3.668570289772093429e-01
9.648252809930908391e-01,3.659562526640071090e-01
9.621481644503062647e-01,3.649696892042106899e-01
9.593748338928641539e-01,3.638976167096413250e-01
9.565055666515090982e-01,3.627403462594094852e-01
9.535406496505742791e-01,3.614982217546623411e-01
9.504803793792888644e-01,3.601716197579553635e-01
9.473250618621299468e-01,3.587609493173328223e-01
9.440750126282196897e-01,3.572666517752098869e-01
9.407305566797731222e-01,3.556892005621565822e-01
9.372920284595975815e-01,3.540291009756915686e-01
9.337597718176506856e-01,3.522868899441999324e-01
9.301341399766526186e-01,3.504631357760978894e-01
9.264154954967661615e-01,3.485584378943736295e-01
9.226042102393402500e-01,3.465734265566406958e-01
9.187006653297247194e-01,3.445087625608480031e-01
9.147052511191575697e-01,3.423651369367967101e-01
9.106183671457304118e-01,3.401432706236219849e-01
9.064404220944339841e-01,3.378439141334039775e-01
9.021718337562932843e-01,3.354678472010789725e-01
8.978130289865844382e-01,3.330158784208290257e-01
8.933644436621519525e-01,3.304888448691343794e-01
8.888265226378210260e-01,3.278876117146796720e-01
8.841997197019126897e-01,3.252130718153110611e-01
8.794844975308648838e-01,3.224661453022482638e-01
8.746813276429652451e-01,3.196477791517610689e-01
8.697906903511990473e-01,3.167589467445263707e-01
8.648130747152218412e-01,3.138006474128873236e-01
8.597489784924482459e-01,3.107739059762427702e-01
8.545989080882804290e-01,3.076797722647999223e-01
8.493633785054672813e-01,3.045193206319296575e-01
8.440429132926040579e-01,3.012936494553686839e-01
8.386380444917782562e-01,2.980038806275188135e-01
8.331493125853659532e-01,2.946511590350983645e-01
8.275772664419840385e-01,2.912366520284057625e-01
8.219224632616022319e-01,2.877615488804608490e-01
8.161854685198283166e-01,2.842270602362939047e-01
8.103668559113548220e-01,2.806344175526570561e-01
8.044672072925936890e-01,2.769848725284376756e-01
7.984871126234902583e-01,2.732796965260573252e-01
7.924271699085283505e-01,2.695201799841444035e-01
7.862879851369292128e-01,2.657076318217727051e-01
7.800701722220543255e-01,2.618433788345621571e-01
7.737743529400122888e-01,2.579287650829416023e-01
7.674011568674873329e-01,2.539651512728776095e-01
7.609512213187743512e-01,2.499539141293762035e-01
7.544251912820534312e-01,2.458964457630685996e-01
7.478237193548897821e-01,2.417941530301944975e-01
7.411474656789751592e-01,2.376484568862999580e-01
7.343970978741133360e-01,2.334607917339696914e-01
7.275732909714597296e-01,2.292326047649164977e-01
7.206767273460168433e-01,2.249653552967527947e-01
7.137080966484024014e-01,2.206605141047719432e-01
7.066680957358779658e-01,2.163195627490692996e-01
6.995574286026680078e-01,2.119439928973348153e-01
6.923768063095604441e-01,2.075353056436511079e-01
6.851269469128006273e-01,2.030950108236326823e-01
6.778085753922867829e-01,1.986246263262434197e-01
6.704224235790722242e-01,1.941256774026310084e-01
6.629692300821820039e-01,1.895996959723182940e-01
6.554497402147573260e-01,1.850482199270924999e-01
6.478647059195176139e-01,1.804727924329339872e-01
6.402148856935713228e-01,1.758749612303275589e-01
6.325010445125662795e-01,1.712562779332992280e-01
6.247239537541924292e-01,1.666182973275221191e-01
6.168843911210447617e-01,1.619625766678353951e-01
6.089831405628535199e-01,1.572906749755200173e-01
6.010209921980903536e-01,1.526041523356751473e-01
5.929987422349550785e-01,1.479045691950386376e-01
5.849171928917616947e-01,1.431934856605947270e-01
5.767771523167084524e-01,1.384724607993112477e-01
5.685794345070696032e-01,1.337430519393479345e-01
5.603248592277947360e-01,1.290068139730765895e-01
5.520142519295329064e-01,1.242652986622525546e-01
5.436484436660884434e-01,1.195200539456755806e-01
5.352282710113162034e-01,1.147726232496770193e-01
5.267545759754633794e-01,1.100245448017682232e-01
5.182282059209751823e-01,1.052773509477836211e-01
5.096500134777504076e-01,1.005325674728496654e-01
5.010208564578846335e-01,9.579171292650885683e-02
4.923415977698891721e-01,9.105629795232574042e-02
4.836131053323999840e-01,8.632782462229933451e-02
4.748362519873871590e-01,8.160778577640379061e-02
4.660119154128711250e-01,7.689766436757622392e-02
4.571409780351542440e-01,7.219893281246803074e-02
4.482243269405848940e-01,6.751305234827244262e-02
4.392628537868405458e-01,6.284147239593833312e-02
4.302574547137686944e-01,5.818562993007647677e-02
4.212090302537721542e-01,5.354694885586119835e-02
4.121184852417565936e-01,4.892683939322647196e-02
4.029867287246477470e-01,4.432669746865182392e-02
3.938146738704876304e-01,3.974790411482931329e-02
3.846032378771182536e-01,3.519182487849877028e-02
3.753533418804610999e-01,3.065980923673419095e-02
3.660659108624110258e-01,2.615319002195983650e-02
3.567418735583285927e-01,2.167328285596993587e-02
3.473821623641742407e-01,1.722138559322128684e-02
3.379877132432675957e-01,1.279877777366323320e-02
3.285594656326921714e-01,8.406720085364544764e-03
3.190983623493521271e-01,4.046453837191650409e-03
3.096053494956915175e-01,-2.807995582124840281e-04
3.000813763650832522e-01,-4.573839090904875324e-03
2.905273953469071913e-01,-8.831484649335898107e-03
2.809443618313017810e-01,-1.305257750502653025e-02
2.713332341136327486e-01,-1.723598078600211206e-02
2.616949732986625921e-01,-2.138057993876107607e-02
2.520305432044410154e-01,-2.548528317856291539e-02
2.423409102659237757e-01,-2.954902192782570686e-02
2.326270434383300167e-01,-3.357075124242950986e-02
2.228899141002459172e-01,-3.754945022572820507e-02
2.131304959564944979e-01,-4.148412243007855438e-02
2.033497649407555730e-01,-4.537379624570166137e-02
1.935486991179801719e-01,-4.921752527669846083e-02
1.837282785865829993e-01,-5.301438870404733689e-02
1.738894853804335561e-01,-5.676349163541871690e-02
1.640333033706534993e-01,-6.046396544164803905e-02
1.541607181672303151e-01,-6.411496807971538148e-02
1.442727170204572695e-01,-6.771568440208676487e-02
1.343702887222072984e-01,-7.126532645227920404e-02
1.244544235070617066e-01,-7.476313374651835653e-02
1.145261129532770816e-01,-7.820837354136490893e-02
1.045863498836352573e-01,-8.160034108719264878e-02
9.463612826616005225e-02,-8.493835986740855271e-02
8.467644311472141694e-02,-8.822178182331227858e-02
7.470829038953477608e-02,-9.144998756449977673e-02
6.473266689756589087e-02,-9.462238656472296561e-02
5.475057019284917947e-02,-9.773841734312473106e-02
4.476299847674027749e-02,-1.007975476307759743e-01
3.477095049808608118e-02,-1.037992745224487201e-01
2.477542545335776475e-02,-1.067431246135667200e-01
1.477742288673023624e-02,-1.096286541222825789e-01
4.777942590128511462e-03,-1.124554489966376053e-01
-5.222015496750620663e-03,-1.152231250067684565e-01
-1.522145138643174293e-02,-1.179313278221318512e-01
-2.521936514366049722e-02,-1.205797330737261724e-01
-3.521475698538917981e-02,-1.231680464012964715e-01
-4.520662738076485637e-02,-1.256960034855167108e-01
-5.519397715107451224e-02,-1.281633700651506058e-01
-6.517580756966390165e-02,-1.305699419392001848e-01
-7.515112046180930094e-02,-1.329155449540582457e-01
-8.511891830453426067e-02,-1.352000349756888320e-01
-9.507820432636095165e-02,-1.374232978468669375e-01
-1.050279826069865918e-01,-1.395852493295164642e-01
-1.149672581768763080e-01,-1.416858350321925364e-01
-1.248950371167523166e-01,-1.437250303227618764e-01
-1.348103266569954939e-01,-1.457028402263422506e-01
-1.447121352769145386e-01,-1.476192993085693461e-01
-1.545994728038989352e-01,-1.494744715442667404e-01
-1.644713505124354158e-01,-1.512684501716018426e-01
-1.743267812229796487e-01,-1.530013575318178443e-01
-1.841647794006734118e-01,-1.546733448946390754e-01
-1.939843612538989792e-01,-1.562845922694538758e-01
-2.037845448326505160e-01,-1.578353082023866150e-01
-2.135643501267386890e-01,-1.593257295593770995e-01
-2.233227991637838916e-01,-1.607561212953926566e-01
-2.330589161070144022e-01,-1.621267762099051768e-01
-2.427717273528493536e-01,-1.634380146887718654e-01
-2.524602616282580758e-01,-1.646901844326654485e-01
-2.621235500878869029e-01,-1.658836601722060156e-01
-2.717606264109441727e-01,-1.670188433699535402e-01
-2.813705268978250462e-01,-1.680961619094260007e-01
-2.909522905664908010e-01,-1.691160697713151306e-01
-3.005049592485593557e-01,-1.700790466970774351e-01
-3.100275776851230125e-01,-1.709855978400849630e-01
-3.195191936222736562e-01,-1.718362534045257961e-01
-3.289788579063271379e-01,-1.726315682722506517e-01
-3.384056245787381290e-01,-1.733721216177677438e-01
-3.477985509706950085e-01,-1.740585165115938471e-01
-3.571566977973876233e-01,-1.746913795121751156e-01
-3.664791292519283816e-01,-1.752713602465970633e-01
-3.757649130989422770e-01,-1.757991309803082491e-01
-3.850131207677826572e-01,-1.762753861760876228e-01
-3.942228274453894454e-01,-1.767008420424909521e-01
-4.033931121687696075e-01,-1.770762360720166129e-01
-4.125230579170927059e-01,-1.774023265692360463e-01
-4.216117517033921569e-01,-1.776798921691391253e-01
-4.306582846658648656e-01,-1.779097313459493956e-01
-4.396617521587500299e-01,-1.780926619126686206e-01
-4.486212538428029362e-01,-1.782295205116147252e-01
-4.575358937753213340e-01,-1.783211620962214250e-01
-4.664047804997408786e-01,-1.783684594043719873e-01
-4.752270271347798225e-01,-1.783723024235438215e-01
-4.840017514631264617e-01,-1.783335978480442841e-01
-4.927280760196602327e-01,-1.782532685286219443e-01
-5.014051281791989112e-01,-1.781322529147413292e-01
-5.100320402437543699e-01,-1.779715044898122489e-01
-5.186079495293107744e-01,-1.777719911996686331e-01
-5.271319984520860258e-01,-1.775346948745946396e-01
-5.356033346142913265e-01,-1.772606106451988239e-01
